time,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD
2013-10-24 16:00:00,1507.8132742149105,4600.271072286256,6108.084346501166,19659.19600202498,1421.378118368196,3130.873422892107,4043.2445123852062
2013-10-24 17:00:00,1507.8132742149105,4600.271072286256,6108.084346501166,19659.19600202498,1421.378118368196,3130.873422892107,4043.2445123852062
2013-10-24 18:00:00,1513.833925844276,4618.639811970753,6132.4737378150285,19737.694561804034,1427.0536371016105,3143.374903345439,4059.3890622957974
2013-10-24 19:00:00,1509.8378623854665,4606.448000526359,6116.2858629118255,19685.593021038534,1423.2866473442614,3135.0773448258724,4048.6735035941488
2013-10-24 20:00:00,1480.0944780629527,4515.702261096524,5995.796739159477,19297.792334999132,1395.248297791828,3073.3171964874045,3968.915766015943
2013-10-24 21:00:00,1416.6362447138993,4322.094020496545,5738.7302652104445,18470.410146046826,1335.4277975646949,2941.5504189600706,3798.7506944238953
2013-10-24 22:00:00,1249.0313948000048,3810.7390962369573,5059.770491036962,16285.14181627777,1177.430868983444,2593.530157355424,3349.313485419121
2013-10-24 23:00:00,1179.0147418882823,3597.1214099648864,4776.1361518531685,15372.2495327727,1111.4279095507375,2448.145260226624,3161.5618237895974
2013-10-25 00:00:00,1129.4622952704235,3445.939104678553,4575.401399948976,14726.174002665968,1064.7160490447304,2345.252918841771,3028.6855178907535
2013-10-25 01:00:00,1113.3785398976677,3396.868284146387,4510.246824044054,14516.470517009717,1049.5542923876103,2311.8560764754116,2985.5564668593506
2013-10-25 02:00:00,1113.3785398976677,3396.868284146387,4510.246824044054,14516.470517009717,1049.5542923876103,2311.8560764754116,2985.5564668593506
2013-10-25 03:00:00,1115.8482889246936,3404.4033783116447,4520.251667236338,14548.67163967419,1051.8824634449343,2316.984345155733,2992.179169664306
2013-10-25 04:00:00,1167.4571573957699,3561.859734984546,4729.316892380315,15221.559243242935,1100.5328617488785,2424.146708987394,3130.56982970458
