osm_id,name,voltage_kv,cables,circuits,operator,length_km,lon_start,lat_start,lon_end,lat_end
42762277,,0.0,,,,5.51,11.956352499999978,46.78737249999999,11.90771,46.781180299999896
42765481,,0.0,,,,1.23,11.847874599999999,46.796196099999875,11.857659799999999,46.791998699999866
42837015,,20.0,3,,,7.65,11.775018699999997,46.81096590000003,11.841266300000008,46.80047740000002
43231216,Cogoleto-Arenzano RFI,132.0,3,,,2.69,8.6552434,44.403444299999904,8.6774974,44.40298300000001
43586056,,132.0,,,,0.1,11.000605799999915,45.82928750000086,11.000674699999916,45.82840990000086
43856893,,132.0,3,,,30.42,11.48162700000004,46.90094890000033,11.24437839999999,46.8046292
44699281,,132.0,3,,,11.34,8.952127600000034,44.40986089999993,8.916483299999951,44.477147000000016
45421782,,0.0,,,,0.01,10.253850800000013,43.869915200000285,10.253796300000012,43.86998890000029
45425203,T23-F13A,132.0,3,,Terna,43.14,10.253850800000013,43.869915200000285,10.538849999999949,43.6763769000009
45490201,Vaiano All. - Vaiano FS,132.0,3,,RFI,0.48,11.130188100000012,43.965566399999936,11.133845600000033,43.96789070000018
45490202,Vaiano FS All. - Vaiano FS,132.0,3,,RFI,0.68,11.13553250000001,43.968181900000246,11.130212400000012,43.96542009999994
47199651,Agliana - Poggio a Caiano,132.0,3,,Terna,12.01,11.049180099999992,43.85219720000016,10.998813599999988,43.90164560000004
47199652,Tavola-Poggio a Caiano,132.0,3,,,0.94,11.049180099999992,43.85219720000016,11.056152200000001,43.85157689999998
48463184,,150.0,3,,RFI,40.68,16.246540499999995,41.3110262999998,15.891638299999995,41.31459569999991
48463185,Barletta Nord-Trinitapoli,150.0,3,,,20.19,16.231978099999992,41.283005799999884,16.055584799999945,41.322734000000054
48463187,Barletta Nord-Trani,150.0,3,,,15.24,16.2323391999999,41.28298430000119,16.36560910000001,41.26385460000007
48492704,Trani-Andria Nord,150.0,3,,,10.94,16.37035200000001,41.26139719999997,16.27440289999998,41.25266149999995
48492705,Trani-Barletta,150.0,3,,,10.29,16.36641740000001,41.26452930000007,16.29090470000001,41.300970000000056
48544598,Andria-Barletta,150.0,3,,,14.6,16.29073630000001,41.300968100000055,16.228961500000036,41.213778500000146
48856286,,0.0,,,,4.75,9.205553100000003,44.372428599999964,9.212378700000052,44.40895910000065
49423059,Grassobbio-Stezzano,132.0,3,,,0.16,9.724706699999997,45.64063229999979,9.726167699999996,45.64047759999979
50589183,Catania Zona Industriale-Smistamento ST,150.0,3,,,2.0,15.047139999999986,37.4476451,15.062441400000004,37.43841670000004
50589196,Fontanarossa FS-Lentini FS,150.0,3,,,27.09,14.993878999999984,37.30376320000081,15.064458599999941,37.47872740000024
50589206,,0.0,,,,0.38,15.030963100000008,37.44914180000006,15.034312100000008,37.44854440000006
50673576,Catania Zona Industriale-Lentini,150.0,3,,Terna S.p.A.,16.51,15.052300400000044,37.31051789999989,15.035237399999946,37.44036520000008
50674343,ST M6 – Smistamento ST,150.0,3,,,2.76,15.052248599999949,37.420120100000084,15.062587799999946,37.43832920000008
50677922,Misterbianco-Zia Lisa,150.0,3,,,6.07,15.058111700000001,37.479167600000615,15.015225100000027,37.509701700000846
50847149,Pavia est-Pavia Torretta,132.0,3,,,7.23,9.168157799999978,45.20206259999979,9.230571300000026,45.19849949999993
51070279,Pofi-Mazzocchio-Sezze,150.0,3,,e-distribuzione S.p.A.,48.27,13.049247700000002,41.4945231999995,13.450097700000033,41.53425239999978
51075528,,132.0,,,,7.69,11.8480744,45.10711689999988,11.786548300000005,45.08628119999999
51106751,,0.0,,,,2.81,11.7578067,45.08287390000003,11.782602199999948,45.08370460000014
51156801,,0.0,,,,2.09,11.752990499999976,45.07493729999967,11.735483099999978,45.072403599999674
51257451,Ceregnano UT - Adria,132.0,3,,,22.84,12.060171999999945,45.069279400000056,11.861206499999984,45.044033600000034
51382746,,0.0,,,,1.15,11.769568400000013,45.08011489999992,11.769682700000013,45.069745599999926
51516200,,0.0,,,,0.54,12.133517099999963,45.13489020000017,12.134404499999963,45.13969610000017
51564654,Copiano-Pavia Est,132.0,3,,,10.93,9.230696800000025,45.19857399999993,9.328280699999992,45.1857517999998
52064986,,132.0,3,1,Italgen,17.01,9.740586899999983,45.73031440000059,9.592695999999986,45.731979100000146
52577268,Molassana-Borgoratti,132.0,3,,,7.93,8.975798000000035,44.45011220000023,8.987119299999959,44.40329020000037
53371895,,0.0,,,,0.6,12.764922700000035,37.6447359000002,12.760551500000036,37.6477226000002
53395570,Ciminna-Guadalami,150.0,3,,,27.91,13.51316739999998,37.872931899999934,13.281035499999984,37.954022799999954
53482806,Marsala-Mazara2,150.0,3,,,26.85,12.592773700000023,37.690785700000056,12.455737299999987,37.79398439999996
53630982,Castelvetrano-Mazara,150.0,3,,,19.02,12.849058399999992,37.626899999999985,12.682867900000002,37.65371509999971
53632569,,220.0,3,,,0.04,12.852891799999972,37.69568230000105,12.852980799999983,37.69607500000006
53635328,,220.0,3,,,0.04,12.853062899999975,37.69566030000105,12.85313709999998,37.696053600000056
53635329,,220.0,3,,,0.04,12.853681799999976,37.69558100000105,12.85376719999998,37.695971400000055
53635330,,220.0,3,,,0.04,12.854005199999973,37.69553950000105,12.854090599999981,37.69593270000004
53635332,Partanna-Castelvetrano,150.0,3,,,8.1,12.853470699999981,37.69437670000006,12.849198799999991,37.62690909999975
53635333,Partanna-Mazara,150.0,3,,,23.29,12.853107399999981,37.69441540000006,12.682716700000007,37.65375469999972
53635335,,150.0,,,,0.03,12.852792499999973,37.69476520000105,12.852720899999982,37.69446640000006
53636932,Partanna-Santa Ninfa,150.0,3,,,14.26,12.913926999999994,37.77645310000006,12.852848599999982,37.69445120000006
53636935,Salemi-Santa Ninfa,150.0,3,,,11.38,12.82885290000001,37.82352270000008,12.914024199999984,37.776538699999875
53638814,Fulgatore-Ospedaletto,150.0,3,,,14.78,12.570356299999926,38.00616210000033,12.58771089999999,37.87661050000001
53638815,Fulgatore-Custonaci,150.0,3,,,20.09,12.689607799999992,37.98180209999995,12.587845299999989,37.876664200000015
53804199,,0.0,,,,0.12,13.100016100000005,38.138175099999884,13.100198200000003,38.137115399999885
54564397,,0.0,,,,1.31,9.032431700000002,44.407882300000075,9.020777600000002,44.40652440000008
54732679,,0.0,,,,2.66,14.11805100000006,42.50921280000012,14.139416900000032,42.51301839999981
55003252,,0.0,,,,1.03,8.688756799999975,44.5386324999998,8.690284099999973,44.529439999999816
55697661,,150.0,3,,RFI,32.65,14.766955499999987,42.066152600001324,14.98906279999998,42.002848700000015
56027729,,380.0,3,,,15.72,15.000416200000023,41.93595420000198,14.962966299999987,41.820122599999976
56984364,,220.0,6,2,,19.66,12.854338499999972,37.697050400001054,13.013769399999989,37.62054490000001
56984399,Porto Empedocle-Agrigento 2,150.0,3,,,6.99,13.5221063,37.29044120000003,13.560463800000027,37.311250300000225
56984456,Favara 2-Agrigento 2,150.0,3,,,14.74,13.643713700000019,37.36891000000021,13.560413300000018,37.311365000000215
57010674,San Cono-Raffineria Gela,150.0,3,,,32.19,14.271446799999945,37.06128390000055,14.375497399999949,37.30457220000048
57380329,Chiaramonte Gulfi-Ragusa/1-2,150.0,6,2,,21.86,14.681495799999974,36.88135309999983,14.636869700000002,37.063984099999985
57380331,Pozzallo-Modica,150.0,3,,,13.49,14.81868500000001,36.7356747000001,14.74602259999999,36.83250290000009
57380333,,220.0,3,,,0.05,13.644499099999996,37.367472299999996,13.64491100000002,37.36767400000017
57380334,,0.0,,,,0.01,14.536271600000036,36.838192500000325,14.536381700000037,36.83812240000032
57380336,,0.0,,,,4.23,14.682287499999983,37.03552810000028,14.664093599999985,37.00951790000029
57384504,Ragusa-Polimeri Europa,220.0,3,,,6.88,14.681669599999976,36.88056999999984,14.728980599999954,36.90314040000023
57384510,,380.0,,,,0.06,14.643077899999996,37.07927639999997,14.6431193,37.07980669999999
57400877,Melilli-Isab/2 - Melilli-Sio/2,150.0,6,2,Terna S.p.A.,3.17,15.17558620000003,37.12676319999991,15.198969600000028,37.133476299999906
57400878,Melilli-Ragusa/2,220.0,3,,Terna S.p.A.,0.09,14.681823799999975,36.88054979999983,14.682133999999976,36.881333599999834
57400879,Melilli-Smistamento Priolo Erg Nuce,150.0,3,,Terna S.p.A.,4.3,15.204064900000073,37.117986899999785,15.174285600000024,37.125753199999906
57400897,Melilli-Siracusa Nord/2,150.0,3,,Terna S.p.A.,10.72,15.253727900000026,37.093196900002326,15.174443500000027,37.12552749999993
57400898,Melilli-Ragusa/1,220.0,3,,Terna S.p.A.,0.09,14.682133999999976,36.881333599999834,14.682134299999976,36.88050909999983
57400904,Priolo-PC Isab,380.0,3,,Terna S.p.A.,0.24,15.198428700000017,37.13320389999989,15.19912089999999,37.131443500003044
57400906,Melilli-Isab/1 - Melilli-Sio/1,150.0,6,2,Terna S.p.A.,3.13,15.17552739999999,37.12636170000305,15.198631800000014,37.13344309999992
57403738,Prizzi smistamento-Ciminna,150.0,3,,,16.37,13.395805499999895,37.800448800001135,13.51281829999998,37.87281979999992
57403742,Ciminna-Cappuccini,150.0,3,,,1.93,13.379409199999976,38.03963759999987,13.376779699999995,38.0553441
57403743,,220.0,6,2,,30.93,13.513826299999984,37.87030249999995,13.731590399999986,37.96613230000007
57403744,Ciminna-Cappuccini,150.0,3,,,0.92,13.428965799999974,37.93068129999987,13.421236099999977,37.93255129999987
57403745,Guadalami-Partinico,150.0,3,,,24.62,13.134697499999998,38.04866200000003,13.280990199999975,37.95427379999987
57403761,Ciminna-Cappuccini,150.0,3,,,1.24,13.419894399999977,37.99310229999992,13.415510799999984,38.00330409999995
57403765,,0.0,,,,0.39,13.449297199999977,37.91330119999987,13.446525999999976,37.91546069999986
57403768,Ciminna-Cappuccini,150.0,3,,,0.41,13.391014999999982,37.95265159999994,13.392240999999979,37.955667699999914
57403771,,150.0,3,,,0.04,13.51391069999997,37.872797599999835,13.513754799999983,37.873103499999935
57403772,Ciminna-Cappuccini,150.0,3,,,1.69,13.413230999999978,38.00848149999991,13.403132799999977,38.01951009999987
57403773,,220.0,3,,,0.04,13.05676849999997,38.00436180000106,13.056761599999994,38.00395980000011
57736539,,220.0,3,,,0.06,13.75132619999995,37.967241399999935,13.751538899999991,37.9668030000001
57736543,,0.0,,,,2.37,13.484453199999985,37.901206100000074,13.499893200000011,37.886662299999706
57736546,,0.0,,,,1.44,13.688795699999991,37.9223297000001,13.696094999999998,37.91162320000011
57736548,,220.0,3,,,0.05,13.055807899999966,38.00437080000105,13.055783700000001,38.003960300000124
57736551,Partinico-Partinico2,150.0,3,,,14.73,13.134697499999998,38.04866200000003,13.05757269999994,38.00530390000066
57736554,Partinico-Alcamo,150.0,3,,,3.13,13.043128700000072,38.02945600000073,13.05633689999997,38.00514310000106
57736555,Ciminna-Villafrati,150.0,3,,e-distribuzione S.p.A.,10.18,13.47013679999996,37.945840000000004,13.513301499999976,37.87296769999987
58360395,San Salvo-Termoli Sinarca,150.0,3,,,24.25,14.928204900000004,42.000868900000114,14.748193299999933,42.03161739999995
58484526,Piossasco-Rivoli,132.0,3,,,17.94,7.505531199999941,45.0806516,7.44115410000003,44.97209599999999
58499480,Piossasco - Leinì,380.0,1,,,1.9,7.4818239000000055,45.170708800000014,7.490253900000006,45.18555730000001
58499488,Piossasco - Leinì,380.0,1,,,1.9,7.490253900000006,45.18555730000001,7.4818239000000055,45.170708800000014
58763756,Pino-Stura,132.0,3,,,12.83,7.804006399999997,45.043256400000075,7.711337500000005,45.10245120000001
58766347,,150.0,3,,RFI,0.15,15.0017169,41.96200920000042,15.00108,41.96148899999997
58858010,Elettrodotto Villanova Pineto,132.0,3,,,17.96,14.1285645,42.50721420000012,14.13270250000007,42.402124500000006
58931856,,380.0,3,1,,22.37,12.750875299999997,41.89089780000013,12.864903200000027,41.758447299999524
58933317,,380.0,6,2,,78.17,12.869405800000028,41.760802599999515,12.448507799999991,42.17847179999994
58934223,,380.0,3,,,0.5,12.869405800000028,41.760802599999515,12.865944500000026,41.75818629999951
58972751,Udine Sud - Udine Rotonda con derivazione Romanello,132.0,3,,,9.45,13.206572899999932,46.05178879999992,13.263400999999986,46.0137263000002
58992997,Salgareda - Planais,380.0,3,,,0.94,13.234230999999996,45.78452800000004,13.242128499999994,45.787325400000036
59099545,Albertville - Rondissone,380.0,,,Terna S.p.A.,1.62,7.444915399999994,45.597180100000024,7.431473400000026,45.602905700000214
59121610,,380.0,3,,,0.65,12.48133249999999,44.95754260000004,12.475515899999989,44.95723260000004
59121614,Salgareda - Planais,380.0,3,,,84.74,12.488461200000023,45.72157500000077,13.236171300000066,45.85107290000008
59146629,,380.0,6,2,,1.52,12.1285392,45.04428000000001,12.141571299999928,45.04860510000028
59218753,San Michele-Pontinia,150.0,3,,,18.67,12.976167800000098,41.44230620000045,13.12284589999997,41.37046290000019
59218765,Anzio-Latina Nucleare,150.0,3,1,,19.32,12.644029300000023,41.47385850000007,12.804291500000001,41.426425100000046
59218772,Le Ferriere-Latina TLF,150.0,3,,,11.83,12.890034900000003,41.47880699999992,12.792998099999986,41.52034879999985
59218779,Mazzocchio-Pontinia,150.0,3,,,8.14,13.122980999999998,41.3705300999999,13.169027599999986,41.41492239999997
59218794,Latina Scalo-Corden Pharma,150.0,3,,,1.99,12.9699817,41.51109799999991,12.978044700000003,41.52096319999992
59218795,Latina Scalo-Sezze,150.0,3,,e-distribuzione S.p.A.,10.49,12.970299200000005,41.51109389999993,13.049247700000002,41.4945231999995
59218802,Latina Scalo-Corden Pharma,150.0,3,,,2.02,12.970138400000002,41.51109599999993,12.978047999999994,41.521052399999924
59218805,Latina Lido-Latina Tlf,150.0,3,,,9.96,12.889795800000005,41.47848699999992,12.8711233,41.4435638999999
59218807,Latina Nucleare-Pontinia ZI,150.0,3,1,,22.55,12.8040613,41.42684080000005,12.990445599999992,41.408562999999965
59218809,Latina Nucleare-Latina Scalo,150.0,3,1,,27.9,12.804256500000001,41.426513800000045,12.969823,41.511100099999915
59218817,Latina Nucleare-BS Solar-Latina Lido,150.0,3,1,,9.42,12.8039777,41.42701010000005,12.8712583,41.443512099999914
59218819,Cisterna-Latina Nucleare-Latina Tlf,150.0,3,1,,12.67,12.8040125,41.42692890000005,12.889937400000003,41.47866909999993
59218824,Latina-Aprilia 380,380.0,3,,,25.34,12.804138600000012,41.42804420000011,12.623478500000008,41.55725200000004
59219323,,380.0,3,,,0.2,11.599105900000001,42.372098799999954,11.600867099999917,42.37215150000041
59219324,,380.0,3,,,0.22,11.59916099999999,42.37344559999995,11.601113099999916,42.373110600000416
59219325,,380.0,3,,,0.11,11.54024619999998,42.35902699999995,11.54036429999999,42.360036799999946
59219326,,380.0,3,,,0.09,11.601516900000027,42.373290600000104,11.602281799999915,42.37321350000042
59219327,,380.0,6,2,,7.5,11.54036429999999,42.360036799999946,11.599105900000001,42.372098799999954
59219328,,380.0,3,,,0.16,11.538371699999988,42.35973589999992,11.538190099999987,42.36120749999992
59219329,,380.0,3,,,0.08,11.601433600000027,42.37288410000011,11.602174999999916,42.37280930000042
59219330,,380.0,6,2,,7.53,11.538190099999987,42.36120749999992,11.59916099999999,42.37344559999995
59219331,,380.0,3,,,0.15,11.537441699999992,42.36009389999993,11.538190099999987,42.36120749999992
59219332,Suvereto - Montalto di Castro,380.0,6,2,,76.15,11.599448499999989,42.373933799999925,11.267365200000029,42.91383250000003
59219334,,380.0,3,,,17.21,12.44556349999998,42.17686619999996,12.523379200000058,42.051587599999955
59219336,,380.0,6,2,,0.67,12.442439899999995,42.17862479999996,12.448507799999991,42.17847179999994
59219337,,380.0,3,,,0.09,11.601673800000027,42.374056200000105,11.602437199999914,42.37397880000041
59219338,,380.0,3,,,0.08,11.601594600000027,42.373669600000106,11.602336899999914,42.373586600000415
59219339,Settevene-Civita Castellana,150.0,3,,,19.95,12.321577700000013,42.16802619999997,12.391777000000062,42.287062600000155
59219341,,380.0,3,,,0.2,11.599448499999989,42.373933799999925,11.601184399999914,42.373512400000415
59219343,,380.0,3,,,0.2,11.599448499999989,42.373933799999925,11.601229699999914,42.37392620000041
59219345,,380.0,3,,,0.21,11.599105900000001,42.372098799999954,11.600970699999916,42.372357200000415
59219346,,380.0,3,,,0.22,11.59916099999999,42.37344559999995,11.601022499999916,42.37274470000042
59219347,,380.0,3,,,0.14,11.539325999999988,42.35940309999994,11.54036429999999,42.360036799999946
59232346,,380.0,3,,,27.85,13.139046500000001,45.99705199999982,13.233743499999951,45.78277840000099
59279360,,132.0,3,,RFI,46.45,13.048020600000019,41.49324189999999,13.426890699999989,41.33922040000042
59314103,,132.0,3,,,3.55,13.209688999999994,41.40070870000006,13.200568100000025,41.43101310000004
59344158,,0.0,,,,9.85,11.664925900000009,45.22915060000001,11.600719099999987,45.2507743999999
59346622,,0.0,,,,0.29,11.600719099999987,45.2507743999999,11.601887599999987,45.25272359999991
59346797,,0.0,,,,7.41,11.601637600000055,45.251927899999885,11.665471499999995,45.236755500000115
59366510,Camin-Dolo,380.0,3,,,20.13,12.113620500000005,45.40033360000063,11.947781800000028,45.35890369999995
59366524,,380.0,6,2,,3.67,11.947781800000028,45.35890369999995,11.947305500000027,45.38695599999995
59462713,Torviscosa - Planais,380.0,3,,,7.7,13.28770699999996,45.81662290000028,13.234517899999961,45.78375550000028
59476214,Udine N.E. - Redipuglia con derivazione Safau,220.0,3,,,11.47,13.3032988,46.08218649999987,13.263592900000035,46.00528830000007
59604856,Udine N.E. - Redipuglia con derivazione Safau,220.0,3,,,1.5,13.251786699999915,46.0043960999998,13.263592900000035,46.00528830000007
59620554,,220.0,3,,,0.39,11.140803500000017,46.60992280000077,11.137978299999986,46.607816400000175
59633183,,132.0,,,,0.01,11.18080399999998,44.25943080000014,11.180836099999981,44.25956180000014
59699277,Presenzano-Valmontone,380.0,3,,,153.16,12.864796500000026,41.75724009999952,14.087997900000019,41.38096049999977
59837370,Bargi - Calenzano,380.0,3,1,,29.15,11.183881700000002,43.912227100000244,11.05187820000001,44.12206129999995
59837373,Vaiano FS All. - Ca' Landino FS,132.0,3,1,RFI,7.52,11.179266500000006,44.131724700000156,11.15706989999997,44.07389299999997
59953610,,0.0,,,,0.18,11.600614500000052,45.25320289999988,11.601637600000055,45.251927899999885
60117712,,60.0,3,,RFI,81.73,13.257185300000073,46.05413639999985,13.321078699999987,46.5092700000001
60117713,,60.0,3,,RFI,101.65,13.257281500000074,46.054073699999854,13.500421899999973,46.500199900000446
60202264,,132.0,3,,,36.47,13.316349399999988,46.40556769999975,13.013837099999988,46.39611899999981
60232873,Termoli Sinarca-Termoli zona industriale,150.0,3,,,12.4,14.928452999999996,42.000775700000005,15.000920400000004,41.961510700000005
60232874,Portocannone-Termoli Zona Industriale,150.0,3,,,9.61,15.00082480000001,41.961452100000365,15.00817340000001,41.92543729999994
60235684,Gissi-Larino,380.0,,,,0.08,14.963644499999951,41.82075710000046,14.963502999999989,41.82005919999998
60235686,Larino-San Severo,380.0,,,,0.08,14.964410299999951,41.82065900000046,14.964273099999991,41.81998199999998
60257696,,132.0,3,,,36.51,13.502238999999996,46.49950630000004,13.316349399999988,46.40556769999975
60259850,,132.0,6,,,5.76,13.502238999999996,46.49950630000004,13.552387599999982,46.50192959999999
60262326,,132.0,3,,,4.13,13.552387599999982,46.50192959999999,13.588325199999982,46.49554979999999
60395622,Manzano - Cividale,132.0,3,,,14.05,13.361398800000007,45.98853629999984,13.399896800000105,46.08896560000022
60405879,Colonia Elena-Terracina,150.0,3,,,16.27,13.110808200000106,41.257037100000154,13.241424900000107,41.30263530000014
60405882,Colonia Elena-Pontinia ZI,150.0,3,1,,24.32,13.110677600000107,41.25707560000016,12.990772999999992,41.408334299999964
60406860,Cisterna-Velletri,150.0,3,1,,12.06,12.772516400000066,41.67005730000021,12.823309700000037,41.579736900000086
60406864,Valmontone-Latina,380.0,3,,,39.83,12.864826200000032,41.757633399999506,12.804374000000003,41.428112299999924
60406865,,0.0,,,,0.38,12.854509400000106,41.57983900000015,12.851326100000104,41.57909100000014
60406866,,0.0,,,,0.36,12.854413300000106,41.57976960000014,12.853176000000106,41.577325800000146
60414220,Latina-Ceprano,380.0,3,1,,95.47,13.533721399999989,41.53410719999999,12.804597599999997,41.4281959999999
60431631,Stradalta - Palmanova con derivazione Bipan,132.0,3,,,2.6,13.253066999999968,45.90784499999997,13.262372199999962,45.928244500000005
60494695,Garigliano-Latina,380.0,3,,,127.52,12.804832400000002,41.42826139999992,13.832977500000029,41.248902200000074
60616351,Villanova-Gissi,380.0,3,,,46.54,14.565073400000006,42.05317730000008,14.230446499999994,42.25325570000009
60673776,,0.0,,,,0.99,9.137400100000004,44.49900360000004,9.143412200000004,44.49254940000004
60673778,,0.0,,,,0.53,9.142059600000003,44.504776100000036,9.139585900000005,44.50073460000004
60687402,Planais - Palmanova con derivazione Meduna,132.0,3,,,8.1,13.275551299999986,45.83837260000003,13.293674999999961,45.8980546
60693433,Monfalcone-Redipuglia,220.0,3,,,0.09,13.472205799999983,45.85124570000007,13.473050499999983,45.85121240000008
60693434,,132.0,6,,,15.61,13.473847500000002,45.85234569999997,13.557002099999943,45.800358700000125
60693439,Monfalcone Termoelettrica - Redipuglia,380.0,3,,,0.28,13.548288299999944,45.79783500000013,13.550783199999941,45.79815210000012
60725873,Monfalcone Termoelettrica - Lisert,132.0,3,,,0.1,13.556185999999943,45.80030240000012,13.555784699999943,45.79950150000012
60913987,Bari ovest-Brindisi,380.0,3,,,138.0,16.85268799999996,41.05121640000002,17.900624700000023,40.60068090000277
60919167,,380.0,3,,,0.18,17.90931359999994,40.54843350000009,17.90779089999996,40.54800200000005
